company_searched,gtr_org_name,gtr_org_id,role,project_title,project_id,funder,grant_category,status,grant_value,lead_org,start_date,end_date,abstract
Frontier Energy Group,Frontier IP Group plc,7D11AE10-1FEC-42F9-AC93-88AD92432676,Project Partner,EPSRC Centre for Doctoral Training in 2D Materials of Tomorrow (2DMoT),EC000C21-6051-44C6-AF72-50E24BE2AA4F,EPSRC,Training Grant,Active,9611600,University of Manchester,2024-06-30,2033-09-29,"The proposed CDT will address the UK's need for a pipeline of highly skilled scientists and engineers who will be able to secure the country's position as the global leader in the science and technology of two-dimensional materials (2DMs). Having started with the discovery of graphene at the University of Manchester, this research field now encompasses a vast number of 2DMs, 2DM-based devices, composites, inks, and complex heterostructures with designer properties. Numerous proposals for applica"
Frontier Energy Group,Frontier IP Group plc,7D11AE10-1FEC-42F9-AC93-88AD92432676,Collaborator,Design to Manufacture: Realising the creative and commercial potential of a unique aesthetic 'Eco-material',40797D60-D11A-4CFC-A0CD-9079B300097E,AHRC,Research Grant,Closed,78527,University of Lancashire,2014-03-30,2015-12-31,"This project builds on a previous AHRC funded project: 'The Aesthetic of Waste' - an investigation of the creative &amp; commercial potential of kiln cast re-cycled mineral waste (Binns, 2008). 
The primary aim of the project is: 'Through a 'design-led' approach, further exploit the creative and commercial potential of 'high value' Eco-material, developed within the previous AHRC funded award'.
The original research, with its roots in craft practice, involved developing a process for converting "
Frontier Energy Group,Frontier IP Group plc,7D11AE10-1FEC-42F9-AC93-88AD92432676,Collaborator,Graphene Flexible Electronics and Optoelectronics: Bridging The Gap Between Academia and Industry,DB2720E6-55A7-4619-BF3C-AC128B4221D0,EPSRC,Research Grant,Closed,6883333,University of Cambridge,2013-02-01,2018-01-31,"Graphene has many record properties. It is transparent like (or better than) plastic, but conducts heat and electricity better than any metal, it is an elastic thin film, behaves as an impermeable membrane, and it is chemically inert and stable. Thus it is ideal for the production of next generation transparent conductors. Thin and flexible graphene-based electronic components may be obtained and modularly integrated, and thin portable devices may be assembled and distributed. Graphene can withs"
Frontier Energy Group,Frontier IP Group plc,7D11AE10-1FEC-42F9-AC93-88AD92432676,Collaborator,National Biofilms Innovation Centre,D30717A8-A11B-41C0-9215-749E0D804DC6,BBSRC,Research Grant,Closed,12801513,University of Southampton,2017-12-01,2022-11-30,"The University of Southampton will receive the award on behalf of the lead institutions of the NBIC consortium (University of Southampton, University of Liverpool, University of Nottingham and the University of Edinburgh). The University of Southampton will also be responsible for the disbursement of funds to the lead institutions of the NBIC consortium. The Grant Holder will be Jeremy Webb (Principle Investigator, Corresponding) on behalf of the NBIC Consortium lead investigators Jeremy Webb (S"
Frontier Energy Group,Frontier IP Group plc,7D11AE10-1FEC-42F9-AC93-88AD92432676,Project Partner,Metal Atoms on Surfaces &amp; Interfaces (MASI) for Sustainable Future,61349033-8DF0-4372-A2BB-E4A80238C138,EPSRC,Research Grant,Active,6659513,University of Nottingham,2021-07-31,2026-07-30,"What is MASI?

We believe that there is a strong link between the looming environmental crisis and the way we use chemical elements. In MASI, a multidisciplinary team of scientists from four UK universities (Nottingham, Cardiff, Cambridge, Birmingham), with 12 industrial and academic partners, is set to revolutionise the ways we use metals in a broad range of technologies, and to break our dependence on critically endangered elements. Simultaneously, MASI will make advances in: the reduction of "
Fugro,FUGRO GB (NORTH) MARINE LIMITED,16702115-26C2-4ACE-B264-ADA08CAE385A,Participant,Fugro Marine Remote Operations Centre,3E2FB58B-FBA1-4C88-80DD-4481D1ED18EE,ISCF,Collaborative R&D,Closed,49832,FUGRO GB (NORTH) MARINE LIMITED,2020-06-30,2020-09-29,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
Fugro,Fugro,858DD3AD-8E55-42EE-9BDB-4BBBDFEF051B,Collaborator,Multi-Scale Mathematics for Mitigating Severe Environmental Events,7D25C4FC-21BC-4D03-801F-2D99243004B0,EPSRC,Research Grant,Closed,412525,University of Leeds,2015-04-30,2018-04-29,"Severe weather, with heavy rainfall and strong winds, has been the cause of recent dramatic land and coastal flooding, and of strong beach and cliff erosion along the British coast. Both the winters of 2012-2013 and 2013-2014 have seen severe environmental disasters in the UK. The prediction of severe rainfall and storms and its use to forecast river flooding and storm surges, as well as coastal erosion, poses a significant challenge. Uncertainties in the prediction of where and how much precipi"
Fugro,Fugro,858DD3AD-8E55-42EE-9BDB-4BBBDFEF051B,Collaborator,50g-Tonne 4m Diameter Civil Engineering Centrifuge: Centre for Energy &amp; Infrastructure Ground Research,ED23C90B-3837-4B3D-B264-2A2849675F59,EPSRC,Research Grant,Closed,769399,University of Sheffield,2013-07-31,2018-07-30,"Ground Engineering is of critical importance to society through the provision of infrastructure and underpins key challenges relating to energy provision, dealing with the impact of climate change on our infrastructure and manufacturing the future through the use of novel material in construction. 

The extent of Civil Engineering infrastructure and variable ground conditions frequently preclude full-scale field trials placing high value infrastructure assets at risk due to uncertainty in perfor"
Fugro,Fugro,858DD3AD-8E55-42EE-9BDB-4BBBDFEF051B,Collaborator,New field-scale calibration for turbidity current impact modelling,3EB1F8D2-2606-4B8F-B36F-77D036C45866,NERC,Research Grant,Closed,119810,NOC (Up to 31.10.2019),2016-11-01,2017-10-31,"Subsea infrastructure networks underpin our daily lives, providing critical global communication links and supporting our demand for energy supplies. These strategically important networks are vulnerable to fast-moving seafloor flows of sediment, known as turbidity currents. Such flows have previously broken important subsea cable connections; leading to &pound;Ms in lost financial trading and repair costs. The seafloor cable network transfers &gt;95% of all global communications traffic. The In"
Fugro,Fugro,858DD3AD-8E55-42EE-9BDB-4BBBDFEF051B,Collaborator,NERC KE ERIIP Fellowship - Environmental risks to infrastructure: Identifying and filling the gaps,DBBAF6DB-BE0C-409F-A391-B12AE97E7469,NERC,Fellowship,Closed,236543,NOC (Up to 31.10.2019),2016-06-30,2019-06-29,"A wide range of infrastructure underpins our day-to-day lives, yet our intense reliance on these potentially vulnerable systems is often forgotten. Road and rail provide transport, pipelines carry energy and water, and cables transmit and distribute power and communications. Some of these networks are over 100 years old, while others involve brand new technology, but all of them have potential weaknesses to environmental hazards. Several recent network failures caused by such natural hazards hav"
Fugro,FUGRO,A6226EB1-87B8-4B44-874B-88A0E6CA24D5,Collaborator,"GNSS scintillation: detection, forecasting and mitigation",494DC390-4651-4B8F-BE3E-195CA326E215,EPSRC,Research Grant,Closed,463951,University of Nottingham,2010-03-31,2014-03-30,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
Fugro,FUGRO,A6226EB1-87B8-4B44-874B-88A0E6CA24D5,Collaborator,ORCA Stream B - Towards Resident Robots,5805A445-202F-4787-B170-203EB70F40CF,ISCF,Research Grant,Closed,1915361,Heriot-Watt University,2021-03-31,2022-03-30,"The international offshore energy industry is undergoing as revolution, adopting aggressive net-zero objectives and shifting rapidly towards large scale offshore wind energy production. This revolution cannot be done using 'business as usual' approaches in a competitive market with low margins. Further, the offshore workforce is ageing as new generations of suitable graduates prefer not to work in hazardous places offshore. Operators therefore seek more cost effective, safe methods and business "
Fugro,FUGRO,A6226EB1-87B8-4B44-874B-88A0E6CA24D5,Collaborator,UNderwater IntervenTion for offshore renewable Energies (UNITE),E05E7CC9-8AEF-4688-94BD-3C88E1F5285B,EPSRC,Research Grant,Active,1163524,Heriot-Watt University,2023-08-31,2026-08-30,"This prosperity partnership project, UNITE, brings Fugro Ltd, a major Tier 1 offshore service provider, together with a world-leading robotics research team from Heriot-Watt University and Imperial College London to address key open research challenges for safe and robust robotic solutions in the offshore renewable sector. It specifically focuses on the development and deployment of perception-enabled, risk-aware underwater intervention techniques, which are critical for the widespread adoption "
Fugro,FUGRO,A6226EB1-87B8-4B44-874B-88A0E6CA24D5,Collaborator,HUman-machine teaming for Maritime Environments (HUME),E2F7FBD7-34A0-4100-BC95-529D28883882,EPSRC,Research Grant,Closed,1129917,Heriot-Watt University,2021-08-31,2025-02-28,"The offshore energy and defence sectors share a vision of the future where people are taken out of harsh, extreme environments and replaced by teams of smart robots able to do the 'dirty and dangerous jobs', collaborating seamlessly as a team with each other and with the human operators and experts on-shore. In this new world, remote data collection, fusion and interpretation become central, together with the ability to generate transparent, safe actionable decisions from this data. We propose t"
Fugro,FUGRO,A6226EB1-87B8-4B44-874B-88A0E6CA24D5,Collaborator,Supergen ORE hub 2018,BF018A84-C56D-4482-A0B3-AF28BFE6DEF7,EPSRC,Research Grant,Closed,9193414,University of Plymouth,2018-06-30,2023-06-29,"The UK is at the forefront of the development, adoption and export of Offshore Renewable Energy (ORE) technologies: offshore wind (OW), wave and tidal energy. To sustain this advantage, the UK must spearhead research and innovation in ORE, which will accelerate its adoption and widen the applicability of these technologies. Many organisations across the industry-academia spectrum contribute to ORE research and development (R&amp;D) co-ordination and the ORE Supergen hub strategy will take a lead"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,Multi-Scale Mathematics for Mitigating Severe Environmental Events,7D25C4FC-21BC-4D03-801F-2D99243004B0,EPSRC,Research Grant,Closed,412525,University of Leeds,2015-04-30,2018-04-29,"Severe weather, with heavy rainfall and strong winds, has been the cause of recent dramatic land and coastal flooding, and of strong beach and cliff erosion along the British coast. Both the winters of 2012-2013 and 2013-2014 have seen severe environmental disasters in the UK. The prediction of severe rainfall and storms and its use to forecast river flooding and storm surges, as well as coastal erosion, poses a significant challenge. Uncertainties in the prediction of where and how much precipi"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,Application of novel 3D imaging techniques to quantify biomass and secondary production associated with North Sea artificial structures.,CD9F6F0A-3B0E-4F09-A8D9-6651065BF62A,NERC,Research Grant,Active,673135,Scottish Association For Marine Science,2021-04-30,2026-10-31,"Anthropogenic structures are deployed in marine environments to support industrial activities worldwide. Sessile epibiota rapidly colonise structures in the sea, in turn attracting mobile invertebrates, fish and top predators. Understanding the ecosystem effects of the increasing number of man-made structures in marine environments is a priority for research, and necessary to support sustainable installation and decommissioning practices worldwide.

Secondary production is a measure of energy fl"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,HOME-Offshore: Holistic Operation and Maintenance for Energy from Offshore Wind Farms,D62370C2-DAE3-48A9-B2D1-3FCE05896756,EPSRC,Research Grant,Closed,3048221,University of Manchester,2017-04-10,2020-11-10,"This project will undertake the research necessary for the remote inspection and asset management of offshore wind farms and their connection to shore. This industry has the potential to be worth &pound;2billion annually by 2025 in the UK alone according to studies for the Crown Estate. At present most Operation and Maintenance (O&amp;M) is still undertaken manually onsite. Remote monitoring through advanced sensing, robotics, data-mining and physics-of-failure models therefore has significant p"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,EPSRC Centre for Doctoral Training in Wind and Marine Energy Systems and Structures,7EC6C1CB-C48B-4159-B7EB-6DC0A45E74A4,EPSRC,Training Grant,Active,6780213,University of Strathclyde,2019-03-31,2027-09-29,"This proposal is for a new EPSRC Centre for Doctoral Training in Wind and Marine Energy Systems and Structures (CDT-WAMSS) which joins together two successful EPSRC CDTs, their industrial partners and strong track records of training more than 130 researchers to date in offshore renewable energy (ORE). The new CDT will create a comprehensive, world-leading centre covering all aspects of wind and marine renewable energy, both above and below the water. It will produce highly skilled industry-read"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,EPSRC Centre for Doctoral Training in Net Zero Maritime Energy Solutions,B56D39F3-17A6-4BE3-AF77-CA1B63256F70,EPSRC,Training Grant,Active,4992631,University of Liverpool,2024-03-31,2032-09-29,"The Government's commitment to increasing offshore and marine renewable energy generation presents significant technological challenges in designing, commissioning and building the infrastructure, connecting offshore generation to onshore usage, and considering where these new developments are best placed, whilst balancing the impact they have upon the environment. In tandem, this commitment presents opportunities to advance UK capabilities in cutting-edge engineering and technologies in pursuit"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,Databases to INterrogate Geotechnical Observations (DINGO),12A10AAA-822D-430B-B4F1-D55458A3DCA0,EPSRC,Research Grant,Closed,96549,University of Bristol,2017-06-30,2019-06-08,The United Kingdom has rapidly ageing civil infrastructure. The ability to re-use deep foundation systems and construct new ones more efficiently will pave the way for considerable savings in financial and carbon resources. Geotechnical engineers frequently rely on past records and experience to design foundations. Foundation performance in the stiff deposits in the UK is difficult to estimate and is often reliant on preliminary pile tests to failure being available. If these tests are not avail
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,ALPACA: Axial-Lateral Pile Analysis for Chalk Applying multi-scale field and laboratory testing,5047BF5A-0C5B-4621-83FF-D7C5BF0589C1,EPSRC,Research Grant,Closed,1121308,Imperial College London,2017-09-30,2020-03-30,"Chalk is a highly variable soft rock that covers much of Northern Europe and is widespread under the North and Baltic Seas. It poses significant problems for the designers of large foundations for port, bridge and offshore wind turbine structures that have to sustain severe environmental loading over their many decades in service. Particular difficulties are faced when employing large driven steel piles to secure the structures in place. While driven pile foundation solutions have many potential"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,EPSRC-SFI: ROBOCONE: intelligent robotics for next generation ground investigation and design,8CE7A8CE-F6B6-4CDC-A9A5-DB724B1B0ECB,EPSRC,Research Grant,Active,1203430,University of Bristol,2022-06-30,2026-06-29,"Geotechnical infrastructure fundamentally underpins the transport, energy and utility networks of our society. The design of this infrastructure faces increasing challenges related to construction in harsher or more complex environments and stricter operating conditions. Modern design approaches recognise that the strength and stiffness of ground, and therefore the safety and resilience of our infrastructure, changes through time under the exposure to in-service loading - whether from trains, tr"
Fugro,Fugro (UK),03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Project Partner,Supergen ORE hub 2018,BF018A84-C56D-4482-A0B3-AF28BFE6DEF7,EPSRC,Research Grant,Closed,9193414,University of Plymouth,2018-06-30,2023-06-29,"The UK is at the forefront of the development, adoption and export of Offshore Renewable Energy (ORE) technologies: offshore wind (OW), wave and tidal energy. To sustain this advantage, the UK must spearhead research and innovation in ORE, which will accelerate its adoption and widen the applicability of these technologies. Many organisations across the industry-academia spectrum contribute to ORE research and development (R&amp;D) co-ordination and the ORE Supergen hub strategy will take a lead"
Fugro,Fugro (International),08E8E88E-FDCF-463E-B4BE-E5E2B3AE459B,Project Partner,ORCA Stream B - Towards Resident Robots,5805A445-202F-4787-B170-203EB70F40CF,ISCF,Research Grant,Closed,1915361,Heriot-Watt University,2021-03-31,2022-03-30,"The international offshore energy industry is undergoing as revolution, adopting aggressive net-zero objectives and shifting rapidly towards large scale offshore wind energy production. This revolution cannot be done using 'business as usual' approaches in a competitive market with low margins. Further, the offshore workforce is ageing as new generations of suitable graduates prefer not to work in hazardous places offshore. Operators therefore seek more cost effective, safe methods and business "
Gazprom,Gazprom Marketing & Trading,2CAA6CEC-DDA9-402C-9A82-55C15301F40C,Project Partner,Data-driven Intelligent Energy Management System for a Micro Grid,27A65130-0FA1-4A56-8336-9D7F801AD4E1,ISCF,Fellowship,Closed,609659,University of Warwick,2018-06-27,2022-06-26,"With the fast development of network technology and computing power, a huge amount of data has been generated in almost every aspect of our lives. The International Data Corporation reported that 90 ZB of data will be created each year by 2020, indicating that a big data era is upon us. A typical example is in the energy sector where a large amount of data is generated every day due to smart meter and other digitized changes. These are in turn changing the operation of the energy industry as big"
Halliburton,Halliburton,8CF3F729-3105-4D15-B7A5-AD311BC274FB,Project Partner,"CBET-EPSRC: Enhancing the CSMHyK fluid dynamics calculations via the inclusion of a stochastic model of hydrate nucleation, agglomeration and growth",1FBBBD70-885F-4783-B2C4-05EC7E74844E,EPSRC,Research Grant,Closed,487425,UNIVERSITY COLLEGE LONDON,2020-05-15,2023-05-14,"Sir Humphrey Davy discovered clathrate hydrates in 1811. Hydrates are solid structures formed by water and gases, e.g., methane. The abundance of natural gas hydrate deposits across the world could provide abundant energy resources for the future, as well as long-term CO2 storage. Natural gas hydrates can be exploited in high-tech applications including innovative water-desalination and gas-storage processes. Prof. Carolyn Koh overviewed hydrates in the book she co-authored with Prof. Dandy Sloa"
Halliburton,Halliburton,8CF3F729-3105-4D15-B7A5-AD311BC274FB,Project Partner,Multipoint Sensors for Extreme Environments,E5875F37-E67B-412A-A064-F45F72E115CC,EPSRC,Fellowship,Closed,1226073,,2020-05-31,2025-11-30,"There are many applications where infrastructure and machinery operate under extreme environmental conditions, such as very high temperatures, high pressures, high magnetic fields and exposure to radiation. The ability to obtain better measurement data within these environments has the potential to enable better control systems, leading to increased safety, increased efficiency and lower environmental impact. This project will therefore research new sensor technologies which can withstand these "
Halliburton,Halliburton UK,13EF112D-90F6-4A18-ADB4-2C0242C8C202,Project Partner,C-band quantum-dot lasers on monolithically grown Si platform,10132813-5DD0-4EEC-A5B5-CF9071F5A82C,EPSRC,Research Grant,Active,744082,CARDIFF UNIVERSITY,2022-03-31,2026-06-29,"We are living in an increasingly digitalised world where data has become critical to all aspects of human life. Today's data centres are consuming about 3 percent of the global electricity supply and this number is likely to triple in the next decade. Remarkably, more than 50% of the power consumption in high-performance computing and data centres is associated with moving information around, rather than processing it. The current COVID-19 pandemic highlights the importance of healthcare monitor"
Halliburton,Pinnacle - Halliburton,3F0A3058-82FD-40CB-BEDC-1D46EBE56D81,Project Partner,Earthquake energy budget and coseismic fault temperature from seismological observations,7391BD53-F150-456D-B998-C7CDB11FEF6A,NERC,Research Grant,Closed,381973,UNIVERSITY COLLEGE LONDON,2016-06-30,2019-06-29,"How do earthquakes happen? Understanding the nature of earthquakes is a key fundamental question in Geociences that holds many implications for society. Earthquakes are typically associated with a sudden release of energy that has slowly accumulated over hundreds to thousands of years, being strongly controlled by friction in faults buried several kilometers beneath our feet under quite extreme conditions. For example, the amount of heat produced in just a few seconds is such that it can dramati"
Halliburton,Halliburton Company,4388DA77-8A19-4D6D-A9C7-D0FF4E997A9F,Collaborator,Recent deformation across the Basin and Range: from kinematics to mechanics,55927A42-154A-4ED2-8523-2115DFB35B2C,NERC,Fellowship,Closed,593726,UNIVERSITY COLLEGE LONDON,2017-01-01,2023-02-28,"I request funds to investigate the growth of mountain ranges across the Basin and Range Province, Nevada. At isolated locations across this province there is evidence that activity on faults driving the uplift of these mountain ranges has increased within the last 3-4 million years, however it is unclear if this increased fault activity is widespread or localised. Understanding the nature of this activity will reveal the processes that are driving this increased activity. I plan to use two types"
Halliburton,Halliburton KBR,B058463E-A445-44D6-BF4D-F703B6FF79DB,Project Partner,Cranfield Innovative Manufacturing Research Centre,16F7AE74-5E9A-49F8-A02F-5AE4C74B67F6,EPSRC,Research Grant,Closed,9770804,CRANFIELD UNIVERSITY,2007-01-01,2011-12-31,The Cranfield IMRC vision is to grow the existing world class research activity through the development and interaction between:Manufacturing Technologies and Product/Service Systems that move UK manufacturing up the value chain to provide high added value manufacturing business opportunities.This research vision builds on the existing strengths and expertise at Cranfield and is complementary to the activities at other IMRCs. It represents a unique combination of manufacturing research skills an
Halliburton,Halliburton KBR,B058463E-A445-44D6-BF4D-F703B6FF79DB,Project Partner,"Silicon-Silicon Carbide (Si/SiC) Power Devices for high temperature, hostile environment applications",0A7ADC4C-7B43-4855-9F5E-4B2C04CC7E32,EPSRC,Research Grant,Closed,99058,University of Warwick,2015-12-01,2018-05-30,"Several problems facing society in the 21st century share a common problem: that when electronic devices heat up, they become inefficient, wasting energy. It is therefore the case that in your laptop there is significant space, weight and significant design cost associated with implementing the right cooling system to efficiently extract the heat. The laptop is however, a relatively low-power system, operating on earth at a rather pleasant 20C room temperature. Engineers are regularly facing thi"
iGas,IGas Energy,C2AA4E66-0604-47E5-BA70-3296B7A21366,Project Partner,Lead Doc - An integrated assessment of UK Shale resource distribution based on fundamental analyses of shale mechanical &amp; fluid properties.,3272FCAC-7585-4823-8454-9D8A91F07341,NERC,Research Grant,Closed,279850,Imperial College London,2018-08-31,2022-08-30,"Shale gas has the potential to transform the UK's future energy security. With imports currently accounting for 50% of its domestic gas requirements, projected to rise to roughly 80% by 2035, the big question is 'Are there enough shale gas resources to effectively replace the declining North Sea and Irish Sea gas production, and for how long?' The largest unknown is the potential gas reserves (i.e. recoverable resources) that would be commercially viable to be produced in the UK. There have been"
J&L Supply,J&L TECHNOLOGY LIMITED,82A09977-88BD-4445-8DF6-4A6E7C1CA8A2,Participant,Argument Analytics,D2BE9A4E-E6B4-4399-A1E9-75A6C1DF34CE,Innovate UK,Collaborative R&D,Closed,336393,J&L TECHNOLOGY LIMITED,2015-01-01,2017-03-30,Recent research in argumentation technology has matured to the point at which it has started to graduate out of the lab and become suitable for industrial prototyping. This project selects two of the most promising technologies with differing risk profiles – argument mapping and argument mining – and proposes to develop industrial proof of concept demonstrators that integrate them as Argument Analytics platform technologies in a market estimated to be worth &pound;6bn in 2013.
J&L Supply,J & L Gibbons LLP,C41AD7ED-FF72-4F3A-AE5E-5276F8AA3C99,Project Partner,Computational Seeding of Bio-Receptive Materials,83A144F0-2CF0-4978-B91E-4CBD59EC6DE5,EPSRC,Research Grant,Closed,296786,UNIVERSITY COLLEGE LONDON,2015-11-01,2017-04-29,"Computational Seeding of Bio-Receptive Materials is an interdisciplinary research proposal that brings together a design team with high expertise in architecture, biology and engineering. It aims to develop an innovative wall-panel system capable of growing microorganisms directly on its surface. By utilizing novel design engineering methods the research seeks to improve facade performance through the implementation of a new type of biologically receptive concrete. This system intends to overcom"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Project Partner,Understanding the cracking behaviour of reinforced concrete elements subjected to the restraint of imposed strains,863FC0AF-1226-4FBB-91EB-C6C22C5772B3,EPSRC,Research Grant,Closed,671487,University of Leeds,2020-03-01,2025-10-31,"Concrete is the most widely used construction material and is essential to the global programme of infrastructure updating (global estimate ~$100tn including UK National infrastructure plan &pound;400bn) (www.oxfordeconomics.com/publication/open/283970). Excessive cracking due to restraint in poorly designed reinforced concrete (RC) structures is a widespread problem in the concrete construction industry and leads to many instances of costly remedial measures and delays. For example, a recent pr"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,South West Partnership for Environment and Economic Prosperity (SWEEP),B18BB872-5EA7-4DD5-8F02-09E61D73D8F2,NERC,Research Grant,Closed,4118113,UNIVERSITY OF EXETER,2017-02-01,2023-01-31,"SWEEP brings together a unique blend of academics, businesses and policymakers to place 'natural capital' - those elements of nature producing value for people - at the heart of regional decision-making and business processes in the South West (SW). Focussing on the Heart of the South West and Cornwall and Isles of Scilly Local Enterprise Partnership (LEP) regions, SWEEP will radically transform the extent to which NERC science drives sustainable economic growth, improves policy, decision-making"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Innovation and Knowledge Centre for Smart Infrastructure and Construction - Collaborative Programme Tranche 1,2B0DF34C-05FC-4EF7-BE5D-331B3A8AA4EC,EPSRC,Research Grant,Closed,2311584,University of Cambridge,2012-09-27,2016-09-26,"Infrastructure represents a large part of the UK's asset base, and its efficient management and maintenance are vital to the economy and society. The application of emerging technologies to advanced health monitoring of existing critical infrastructure assets can help to better quantify and define the extent of ageing and the consequent remaining design life of infrastructure, thereby reducing the risk of failure. Emerging technologies also have the potential to transform the industry through a "
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Smart Pulses for Subsurface Engineering,2DE27624-D01B-463B-B58F-348F19FC90D4,EPSRC,Research Grant,Closed,2588248,University of Strathclyde,2018-11-01,2024-10-31,"Geological engineering encompasses a range of applications from resource extraction (hydrocarbons, geothermal heat and power, water) to waste disposal (Carbon capture and storage, wastewater disposal) and energy storage (compressed air, hydrogen). All of these technologies rely on pumps to move fluid into or out of boreholes. This prosperity partnership brings together teams that have previously worked on pumps for well stimulation with new team members involved in geomechanics and monitoring sy"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Bangor University Fuel Fabrication Facility (BUFFF),74B9E380-0AD5-431C-B1F1-150CC3436F07,EPSRC,Research Grant,Closed,845852,Bangor University,2021-09-30,2023-09-29,"The Bangor University Fuel Fabrication Facility (BUFFF) draws on a great deal of the UK's academic experience, combined with impactful industry involvement to provide an easily accessible user facility to drive our international standing in fuels research (see LOS from international institutions). This facility will provide access to an industrially relevant nuclear fuel manufacturing facility that is highly complementary to existing and proposed NNUF facilities.

BUFFF enables the investigation"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Hyper-saline brine discharges into tidal coastal waters,86665C6F-A442-46EA-9F4F-35A62F12EE25,EPSRC,Research Grant,Closed,298367,University of Dundee,2010-03-31,2013-10-31,"The project will investigate the processes affecting the dilution of dense, concentrated brine when it is discharged from an industrial outfall diffuser into coastal waters. Concentrated brine is produced as a waste product from solution mining and desalination plants and it is harmful to marine fauna and flora when it is discharged into coastal waters. This project will model the ways in which the concentration of brine is diluted by mixing with the coastal waters and it will quantify the mixin"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Magnetic Research Fusion Programme 2017-2022,D07F43CF-C3B0-4E8A-8AD1-37FA6560C26E,EPSRC,Research Grant,Closed,131758145,United Kingdom Atomic Energy Authority,2017-03-31,2019-05-08,"CCFE's mission is to harness the fusion process that powers the sun by using magnetic fields in order to develop a large-scale carbon-free energy source and position the UK to be a leading provider in the international fusion energy economy. Fusion has the potential to be an important component of the portfolio of measures needed to ensure a secure, environmentally responsible, supply of energy. CCFE is a major player in a global collaboration aimed at producing a commercial-scale fusion demonst"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,UKRI Trustworthy Autonomous Systems Node in Verifiability,EA8FD1EE-AF7C-453A-BECD-3A40EDF8D9F5,SPF,Research Grant,Closed,2923652,University of Leicester,2020-11-01,2021-08-14,"Autonomous systems promise to improve our lives; 
driverless trains and robotic cleaners are examples of autonomous systems that are already among us and 
work well within confined environments. 
It is time we work to ensure developers can design trustworthy autonomous systems for dynamic environments and 
provide evidence of their trustworthiness.

Due to the complexity of autonomous systems, typically involving AI
components, low-level hardware control, and sophisticated interactions with
huma"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Shrinkage Curvature of Cracked Reinforced Concrete Sections: Improving the Economy of Concrete Structures Through Good Science,67571468-23B6-42FA-B36C-4F6D2B2BE215,EPSRC,Research Grant,Closed,188417,University of Leeds,2006-01-01,2009-04-29,"There are substantial commercial pressures driving the current trend in reinforced concrete multi-storey structures towards longer spans and thinner structural depths. The potential benefits of clear open spaces, the freedom of placing services and the reduction of building height (and the subsequent potential reduction in cladding costs) or conversely, the ability to incorporate an extra floor in the building (thus increasing rental potential) can have a significant effect on the overall econom"
Jacobs Engineering Group,Jacobs Engineering Group,E7A6F038-C568-4F12-91C0-70AAD29A8F8E,Collaborator,Institutional Sponsorship for Glasgow,EF84A7E7-EFAC-40BF-94AD-5D29E70A64C5,STFC,Research Grant,Closed,30000,University of Glasgow,2021-09-30,2022-03-30,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
